,Similarity,EmojiSequence
108,0.75734866,😑😑
109,0.75712395,👁👄👁
110,0.7562443,💀💀💀
111,0.7558571,🤡🤡🤡🤡🤡
112,0.75226283,😤😤😤
113,0.7498888,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
114,0.74910116,😡🤬
115,0.7483175,🥺🤧
116,0.74828875,😭🤧
117,0.7458802,🤧🤧🤧
118,0.74294674,🤢🤢🤢
119,0.74288154,🙃🙃🙃
120,0.74066126,😔💔
121,0.73797786,😳😳😳😳
122,0.7370899,🤯🤯
123,0.7324426,🥲🥲🥲
124,0.73181283,😂💀
125,0.7315928,😱😱😱😱
126,0.7314217,💔😭
127,0.7294427,😪😪
128,0.72534823,🤯🤯🤯
129,0.7251644,🥵🥵🥵
130,0.72445637,🤡🤡🤡🤡
131,0.7239649,👀👀👀👀
132,0.7227389,😭💔
133,0.7217204,😭👍🏻
134,0.72142327,🥵🥵
135,0.72050416,😐😐
136,0.7145194,😡😡😡😡😡
137,0.7137183,😢😢😢
138,0.7131777,🥲😂
139,0.70962036,🤢🤮
140,0.70321393,🛐🛐
141,0.6982548,😡😡
142,0.6976039,🤬🤬🤬🤬
143,0.69529814,😭👍
144,0.69434816,🤬🤬
145,0.69415927,😡😡😡😡
146,0.6939126,💔💔💔
147,0.69305867,🙄🙄🙄
148,0.6899842,🥲💔
149,0.68944955,🙄🙄
150,0.68494415,😬😬😬
151,0.68485546,🤮🤮
152,0.68455166,😭🙏🏻
153,0.6832993,😢😢
154,0.6805525,🥺💔
155,0.67933786,😕😕
156,0.67861015,😳😳😳
157,0.66791666,😱😱
158,0.6634057,😔😂
159,0.6613076,🤮🤮🤮🤮
160,0.6606472,😳😳
161,0.6513728,🤡🤡🤡
162,0.6466904,😡😡😡
163,0.6456963,🤡🤡
164,0.6450596,👀👀👀
165,0.64214647,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
166,0.6322223,📈📈📈
167,0.6258851,🤮🤮🤮
168,0.6254488,💔💔
169,0.61847234,🤬🤬🤬
170,0.6156515,😱😱😱
171,0.61092734,🙂💔
172,0.60287964,👀👀
173,0.5954445,😭🤲🏻
174,0.5897138,🗣🗣🗣
175,0.5837049,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
176,0.5664122,👉👈
177,0.51601696,🚩🚩🚩
